Net Metrekare,Brüt Metrekare,Oda Sayısı,Bulunduğu Kat,Eşya Durumu,Binanın Yaşı,Isıtma Tipi,Fiyat,Şehir,Binanın Kat Sayısı,Kullanım Durumu,Fiyat Durumu,Yatırıma Uygunluk,İlan Güncelleme Tarihi,Site İçerisinde,Takas,İlan Oluşturma Tarihi,Türü,Kullanım Durumu,Kategorisi,Krediye Uygunluk,Tapu Durumu,İpotek Durumu,Aidat,İlan Numarası,Banyo Sayısı
80 M2,120 M2,2+1,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.900.000arrow_downward%3,bilecik,5,Boş,Genel Fiyat,Yatırıma Uygun,13 Kasım 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,Yok,,14034430,1
220 M2,250 M2,4+1,6.Kat,,3,Kombi Doğalgaz,2.600.000,bilecik,6,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,05 Aralık 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,,14002864,1
140 M2,150 M2,3+1,2.Kat,,3,Kombi Doğalgaz,2.150.000,bilecik,6,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,27 Ekim 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,100 TL,13986029,2
110 M2,120 M2,2+1,2.Kat,,5-10,Kombi Doğalgaz,1.560.000,bilecik,6,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,27 Ekim 2023,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,100 TL,13984246,1
180 M2,200 M2,3+1,Bahçe Dublex,,21 Ve Üzeri,Kombi Doğalgaz,3.150.000,bilecik,2,Mülk Sahibi Oturuyor,Genel Fiyat,,27 Ekim 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,Kat Mülkiyeti,,0 TL,13983916,1
70 M2,80 M2,2+1,Bahçe Katı,,16-20,Kombi Doğalgaz,835.000,bilecik,6,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,27 Ekim 2023,Evet,,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,Kat Mülkiyeti,Yok,100 TL,13983838,1
150 M2,155 M2,3+1,2.Kat,,0 (Yeni),Kombi Doğalgaz,2.600.000,bilecik,4,Boş,Genel Fiyat,Yatırıma Uygun,27 Ekim 2023,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,100 TL,13983095,2
150 M2,160 M2,3+1,,Boş,21 Ve Üzeri,Kombi Doğalgaz,3.250.000,bilecik,2,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,17 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,Müstakil Tapulu,Yok,11 TL,13978231,1
105 M2,118 M2,2+1,3.Kat,,16-20,Doğalgaz Sobalı,4.350.000,bilecik,3,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,26 Aralık 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun Değil,Bilinmiyor,,,13975116,3
112 M2,130 M2,3+1,2.Kat,,0 (Yeni),Yerden Isıtma,2.300.000,bilecik,5,Boş,Genel Fiyat ,Bilinmiyor,08 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,13961852,1
174 M2,175 M2,1 Oda,,,16-20,Kombi Doğalgaz,3.500.000,bilecik,3,Boş,Genel Fiyat ,Bilinmiyor,09 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,13916968,Yok
240 M2,260 M2,5+2,5.Kat,Boş,5-10,Kombi Doğalgaz,3.200.000,bilecik,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,05 Aralık 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,13889273,2
150 M2,160 M2,2+1,1.Kat,Boş,11-15,Kombi Doğalgaz,1.650.000,bilecik,7,Boş,Genel Fiyat ,Bilinmiyor,05 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,13889258,1
500 M2,550 M2,6+2,,Boş,4,Kombi Doğalgaz,13.500.000arrow_downward%4,bilecik,3,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,05 Aralık 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun Değil,,,,13889257,5 
356 M2,430 M2,8+2,5.Kat,Boş,11-15,Kombi Doğalgaz,3.500.000,bilecik,5,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,05 Aralık 2023,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,13889255,3
145 M2,155 M2,3+1,1.Kat,Eşyalı,2,Kombi Doğalgaz,1.800.000,bilecik,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,05 Aralık 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,13889250,1
80 M2,90 M2,2+1,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.650.000,bilecik,4,Boş,Genel Fiyat ,Bilinmiyor,05 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,13889221,1
180 M2,200 M2,4+1,5.Kat,Boş,2,Kombi Doğalgaz,3.000.000,bilecik,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,05 Aralık 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,13889220,2
110 M2,115 M2,3+1,5.Kat,Boş,5-10,Kombi Doğalgaz,1.800.000,bilecik,6,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,16 Aralık 2023,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,13816455,1
110 M2,127 M2,3+1,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.400.000,bilecik,6,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Evet,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,13792102,2
60 M2,63 M2,2+1,,,21 Ve Üzeri,Sobalı,320.000arrow_downward%11,bilecik,2,Boş,Genel Fiyat ,,22 Kasım 2023,Hayır,,,Konut,Boş,Satılık,Bilinmiyor,,,,13693942,1
215 M2,216 M2,3+1,,Boş,21 Ve Üzeri,Sobalı,800.000,bilecik,2,Boş,Genel Fiyat,Yatırıma Uygun,05 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Bilinmiyor,Arsa Tapulu,Yok,,13527340,1
327 M2,510 M2,9+ Oda,Villa Tipi,,0 (Yeni),Kombi Doğalgaz,4.750.000,bingol,2,Boş,Genel Fiyat,,23 Aralık 2023,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,0 TL,14271945,4 
140 M2,145 M2,3+1,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.750.000arrow_downward%13,bingol,4,Boş,Birim Fiyat ,Bilinmiyor,26 Ekim 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,0 TL,13093664,1
140 M2,150 M2,3+1,3.Kat,,0 (Yeni),Kombi Doğalgaz,2.000.000,bingol,4,Boş,Birim Fiyat,,26 Ekim 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,0 TL,12911128,2
128 M2,130 M2,3+1,Yüksek Giriş,,0 (Yeni),Kombi Doğalgaz,1.200.000,bingol,5,Boş,Genel Fiyat ,,26 Ekim 2023,Hayır,Yok,,Konut,Boş,Satılık,Bilinmiyor,Kat İrtifakı,,,12867764,1
220 M2,280 M2,5+1,,Boş,16-20,Kat Kaloriferi,42.500.000,bitlis,2,Boş,Genel Fiyat,,19 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,Kat Mülkiyeti,,,14577278,4
50 M2,55 M2,1+1,Düz Giriş (Zemin),Eşyalı,4,Kombi Doğalgaz,855.000,bitlis,5,Boş,Birim Fiyat,Yatırıma Uygun,24 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Var,100 TL,14446600,1
90 M2,105 M2,2+1,2.Kat,Boş,1,Merkezi Doğalgaz,1.400.000,bitlis,4,Kiracı Oturuyor,Genel Fiyat ,,22 Ocak 2024,Evet,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun Değil,,Yok,,14384279,1
59 M2,65 M2,1+1,3.Kat,,3,Kombi Doğalgaz,800.000,bitlis,4,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,10 Aralık 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,100 TL,14377920,1
110 M2,120 M2,2+1,1.Kat,,0 (Yeni),Kombi Doğalgaz,1.550.000,bitlis,5,Boş,Genel Fiyat,,23 Kasım 2023,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14291694,1 
148 M2,164 M2,3+1,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.300.000,bitlis,5,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,25 Ekim 2023,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Bilinmiyor,,,,14150659,1
130 M2,145 M2,3+1,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,1.650.000,bitlis,5,Boş,Genel Fiyat,Yatırıma Uygun,29 Kasım 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,200 TL,13851469,1
80 M2,100 M2,2+1,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.500.000,bitlis,6,Boş,Genel Fiyat ,Yatırıma Uygun,29 Kasım 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,120 TL,13804655,1
100 M2,115 M2,2+1,2.Kat,,2,Kombi Doğalgaz,1.850.000,bitlis,4,Boş,Genel Fiyat ,Yatırıma Uygun,11 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,150 TL,13803008,1
150 M2,160 M2,3+1,,,0 (Yeni),Sobalı,15.500.000,bitlis,3,Boş,Genel Fiyat ,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Bilinmiyor,,,,11244737,2
168 M2,200 M2,4+1,,Boş,11-15,Kombi Doğalgaz,4.100.000,bolu,2,Boş,Genel Fiyat,Bilinmiyor,23 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,14592106,2 
90 M2,110 M2,2+1,2.Kat,Boş,5-10,Kombi Doğalgaz,1.900.000,bolu,4,Boş,Genel Fiyat,Bilinmiyor,21 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14583786,1 
110 M2,120 M2,2+1,Yüksek Giriş,Boş,5-10,Kombi Doğalgaz,1.780.000,bolu,4,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,21 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14582973,1
100 M2,110 M2,2+1,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.550.000,bolu,4,Boş,Genel Fiyat,,19 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14575168,1
120 M2,130 M2,3+1,4.Kat,,5-10,Kombi Doğalgaz,2.100.000,bolu,4,Boş,Genel Fiyat,Bilinmiyor,19 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,150 TL,14574557,1 
110 M2,120 M2,2+1,1.Kat,Boş,5-10,Kombi Doğalgaz,2.480.000,bolu,5,Boş,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14572249,1
125 M2,135 M2,3+1,1.Kat,,5-10,Kombi Doğalgaz,1.950.000,bolu,5,Boş,Genel Fiyat ,Bilinmiyor,18 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Bilinmiyor,Bilinmiyor,,,14570946,1
125 M2,140 M2,3+1,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.650.000,bolu,5,Boş,Genel Fiyat ,,18 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14569872,1
125 M2,135 M2,3+1,Düz Giriş (Zemin),,21 Ve Üzeri,Kombi Doğalgaz,1.000.000,bolu,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,18 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14565927,1 
70 M2,85 M2,1+1,Düz Giriş (Zemin),,11-15,Kombi Doğalgaz,1.000.000,bolu,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,18 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14565926,1 
56 M2,66 M2,1+1,2.Kat,Eşyalı,5-10,Yerden Isıtma,85.000,bolu,4,Boş,Genel Fiyat,Yatırıma Uygun,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,Yok,,14550813,1
82 M2,92 M2,2+1,Bahçe Katı,Eşyalı,11-15,Merkezi Kömür,95.000,bolu,4,Boş,Genel Fiyat,Yatırıma Uygun,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,Yok,,14550734,1
56 M2,66 M2,1+1,2.Kat,Eşyalı,5-10,Yerden Isıtma,75.000,bolu,4,Boş,Genel Fiyat ,Yatırıma Uygun,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,Yok,,14550480,1
82 M2,92 M2,2+1,1.Kat,Eşyalı,5-10,Merkezi Kömür,58.000,bolu,4,Boş,Genel Fiyat,Yatırıma Uygun,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,Yok,,14550217,1
56 M2,66 M2,1+1,2.Kat,Eşyalı,5-10,Yerden Isıtma,78.000,bolu,4,Boş,Genel Fiyat,Yatırıma Uygun,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,Yok,,14550175,1
45 M2,60 M2,1+1,2.Kat,,0 (Yeni),Kombi Doğalgaz,1.500.000,bolu,4,Boş,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14547509,1
55 M2,65 M2,1+1,2.Kat,,5-10,Kombi Doğalgaz,1.350.000,bolu,3,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14547506,1 
125 M2,135 M2,3+1,1.Kat,,5-10,Kombi Doğalgaz,1.950.000,bolu,5,Boş,Genel Fiyat ,,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Bilinmiyor,,,,14547140,1
125 M2,175 M2,3+1,2.Kat,,0 (Yeni),Kombi Doğalgaz,3.950.000,bolu,4,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14543363,2
165 M2,200 M2,4+1,Yüksek Giriş,,0 (Yeni),Kombi Doğalgaz,4.400.000,bolu,3,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14543362,2
120 M2,130 M2,3+1,4.Kat,Boş,5-10,Kombi Doğalgaz,2.100.000,bolu,4,Boş,Genel Fiyat ,,19 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,150 TL,14542075,1
115 M2,125 M2,3+1,3.Kat,Boş,5-10,Kombi Doğalgaz,2.449.000,bolu,5,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14538460,1
56 M2,66 M2,1+1,3.Kat,Eşyalı,11-15,Yerden Isıtma,85.000,bolu,4,Boş,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,Yok,,14522161,2
56 M2,66 M2,1+1,3.Kat,Boş,5-10,Merkezi Kömür,35.000,bolu,4,Boş,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,Yok,,14522065,1
82 M2,92 M2,2+1,1.Kat,Eşyalı,5-10,Merkezi Kömür,125.000,bolu,4,Boş,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,Yok,,14522059,1
95 M2,120 M2,2+1,1.Kat,,11-15,Kombi Doğalgaz,1.675.000,bolu,4,Boş,Genel Fiyat ,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Bilinmiyor,Bilinmiyor,,,14522009,1
82 M2,92 M2,2+1,1.Kat,Eşyalı,5-10,Yerden Isıtma,65.000,bolu,4,Boş,Genel Fiyat ,Yatırıma Uygun,10 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,Var,,14521984,1
56 M2,66 M2,1+1,3.Kat,Eşyalı,11-15,Yerden Isıtma,75.000,bolu,4,Boş,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Bilinmiyor,,Yok,,14521852,1
56 M2,66 M2,1+1,2.Kat,Eşyalı,5-10,Merkezi Kömür,65.000,bolu,4,Boş,Genel Fiyat ,Yatırıma Uygun,10 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Bilinmiyor,,Yok,,14521807,1
175 M2,200 M2,4+1,1.Kat,Boş,11-15,Kombi Doğalgaz,3.650.000,bolu,3,Kiracı Oturuyor,Genel Fiyat,,09 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,250 TL,14514639,2
50 M2,55 M2,1+1,2.Kat,Eşyalı,3,Jeotermal,70.000,bolu,4,Boş,Genel Fiyat,Yatırıma Uygun,09 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,7500 TL,14513993,1
120 M2,130 M2,2+1,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.375.000,bolu,5,Boş,Genel Fiyat ,Bilinmiyor,07 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14505271,1
125 M2,135 M2,3+1,1.Kat,Boş,16-20,Kombi Doğalgaz,1.290.000,bolu,5,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,07 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14505269,1
90 M2,100 M2,2+1,4.Kat,Boş,3,Kombi Doğalgaz,2.400.000,bolu,4,Boş,Genel Fiyat ,Bilinmiyor,09 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14505268,1
350 M2,400 M2,6+2,,,11-15,Kombi Doğalgaz,7.600.000,bolu,4,Mülk Sahibi Oturuyor,Genel Fiyat,,07 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,50 TL,14505261,3
125 M2,135 M2,3+1,2.Kat,,11-15,Kombi Doğalgaz,2.350.000,bolu,4,Boş,Genel Fiyat ,Bilinmiyor,06 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Bilinmiyor,,,14504904,1
130 M2,140 M2,3+1,5.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.550.000,bolu,6,Boş,Genel Fiyat ,Bilinmiyor,06 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Bilinmiyor,,,14504903,1
140 M2,150 M2,3+1,1.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.380.000,bolu,5,Boş,Genel Fiyat ,Bilinmiyor,06 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Bilinmiyor,,,14504902,1
125 M2,175 M2,3+1,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3.300.000,bolu,4,Boş,Genel Fiyat ,Bilinmiyor,06 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14503912,2
258 M2,292 M2,5+1,Villa Tipi,Eşyalı,0 (Yeni),Kombi Doğalgaz,14.000.000,bolu,2,Boş,Genel Fiyat,Yatırıma Uygun,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,,14499492,3
120 M2,130 M2,3.5+1,1.Kat,,16-20,Kombi Doğalgaz,1.675.000,bolu,4,Kiracı Oturuyor,Genel Fiyat ,,04 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14487335,1
130 M2,135 M2,3+1,Çatı Katı,,5-10,Kombi Doğalgaz,1.930.000,bolu,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,03 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14482139,1 
95 M2,110 M2,2+1,4.Kat,,5-10,Kombi Doğalgaz,2.200.000,bolu,4,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,06 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,150 TL,14481420,1 
90 M2,105 M2,2+1,4.Kat,,5-10,Kombi Doğalgaz,2.300.000,bolu,5,Boş,Genel Fiyat,Bilinmiyor,02 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,100 TL,14480353,1 
180 M2,200 M2,5+1,,,16-20,Kat Kaloriferi,7.500.000,bolu,2,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,02 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,14480343,2
55 M2,60 M2,1+1,2.Kat,,5-10,Kombi Doğalgaz,1.250.000,bolu,5,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,02 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,,14480341,1
90 M2,100 M2,2+1,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.000.000,bolu,6,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,02 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,100 TL,14480336,1
135 M2,150 M2,3+1,5.Kat,,21 Ve Üzeri,Merkezi Doğalgaz,1.750.000,bolu,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,02 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14480335,1 
90 M2,105 M2,2+1,4.Kat,,5-10,Kombi Doğalgaz,1.900.000,bolu,5,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,02 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14480324,1 
95 M2,110 M2,2+1,4.Kat,,5-10,Kombi Doğalgaz,2.000.000,bolu,5,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,02 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14480323,1 
135 M2,150 M2,3+1,,,5-10,Kombi Doğalgaz,13.000.000,bolu,2,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,02 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,14480318,1
65 M2,75 M2,2+1,3.Kat,Eşyalı,5-10,Kombi Doğalgaz,2.000.000,bolu,5,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,02 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Bilinmiyor,,,14480316,1 
350 M2,400 M2,6+1,,,21 Ve Üzeri,Sobalı,3.500.000,bolu,2,Boş,Genel Fiyat ,Bilinmiyor,02 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,14480312,2
130 M2,138 M2,3+1,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.950.000,bolu,5,Boş,Genel Fiyat,Bilinmiyor,02 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Bilinmiyor,,,,14477108,1 
150 M2,170 M2,4+1,3.Kat,Boş,2,Kombi Doğalgaz,4.750.000,bolu,4,Boş,Genel Fiyat ,Bilinmiyor,01 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14475552,2
145 M2,150 M2,4+1,Çatı Katı,,4,Kombi Doğalgaz,3.450.000,bolu,43,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,31 Aralık 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14472492,3
105 M2,120 M2,2+1,Düz Giriş (Zemin),,21 Ve Üzeri,Kombi Doğalgaz,1.280.000,bolu,5,Boş,Genel Fiyat ,Bilinmiyor,31 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Bilinmiyor,,,14472489,1
120 M2,135 M2,3+1,4.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.300.000,bolu,4,Boş,Genel Fiyat,Bilinmiyor,31 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14471382,1 
127 M2,140 M2,3+1,2.Kat,,2,Kombi Doğalgaz,3.500.000,bolu,4,Boş,Genel Fiyat,Bilinmiyor,31 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,180 TL,14470696,1 
100 M2,115 M2,3+1,Düz Giriş (Zemin),,21 Ve Üzeri,Kombi Doğalgaz,1.750.000arrow_downward%5,bolu,3,Boş,Genel Fiyat,Bilinmiyor,30 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14469034,1 
125 M2,140 M2,3+1,2.Kat,,11-15,Kombi Doğalgaz,2.400.000,bolu,4,Boş,Genel Fiyat,Bilinmiyor,30 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14469032,1 
95 M2,110 M2,2+1,5.Kat,,5-10,Kombi Doğalgaz,2.300.000,bolu,5,Boş,Genel Fiyat,Bilinmiyor,30 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14469030,1 
155 M2,210 M2,4+1,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4.650.000,bolu,4,Boş,Genel Fiyat ,Bilinmiyor,30 Aralık 2023,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14467938,2
